1	+	1450	2115	666	1
2	-	7454	8641	1188	1
3	-	8655	9860	1206	1
4	-	13462	13812	351	1
5	-	33185	33589	405	1
6	-	33613	33918	306	1
7	+	42006	42734	729	1
8	-	55711	56760	1050	1
9	+	59842	61197	1356	1
10	+	63942	64658	717	1
11	-	68072	68506	435	1
12	-	68503	68793	291	1
13	-	73723	74559	837	1
14	-	85942	86598	657	1
15	-	86655	87626	972	1
16	-	106434	106820	387	1
17	-	106864	107193	330	1
18	+	111878	112330	453	1
19	-	113322	114680	1359	1
20	-	119921	120349	429	1
21	-	125174	126262	1089	1
22	+	135666	136955	1290	1
23	+	137024	138640	1617	1
24	+	142497	143258	762	1
25	-	165314	166495	1182	1
26	+	182973	183524	552	1
27	-	186189	186428	240	1
28	-	186435	186812	378	1
29	-	186936	187193	258	1
30	-	187342	187629	288	1
31	-	190102	190440	339	1
32	+	191172	191759	588	1
33	-	195937	196686	750	1
34	+	199586	200185	600	1
35	+	200178	200729	552	1
36	+	201248	201781	534	1
37	-	204589	205662	1074	1
38	+	207129	208217	1089	1
39	-	216168	216326	159	1
40	-	221302	221964	663	1
41	+	223284	223988	705	1
42	-	224955	225773	819	1
43	+	233584	234381	798	1
44	-	235956	236255	300	1
45	-	245889	247958	2070	1
46	+	257487	258188	702	1
47	-	262640	262924	285	1
48	+	265641	268130	2490	1
49	-	270634	272517	1884	1
50	-	272598	272879	282	1
51	+	272970	273872	903	1
52	+	276278	277099	822	1
53	+	278638	279153	516	1
54	-	282141	282578	438	1
55	-	282580	282753	174	1
56	+	287692	289158	1467	1
57	+	292564	293553	990	1
58	-	293554	294276	723	1
59	-	295545	296447	903	1
60	+	301084	302589	1506	1
61	+	303234	304223	990	1
62	+	304382	305440	1059	1
63	-	313070	314686	1617	1
64	+	314856	316232	1377	1
65	+	316975	317472	498	1
66	+	319692	320084	393	1
67	-	320930	321244	315	1
68	+	323473	323958	486	1
69	-	325093	325521	429	1
70	-	326075	326341	267	1
71	-	326338	327903	1566	1
