1	+	7302	9818	2517	1
2	+	9914	10828	915	1
3	-	11874	12311	438	1
4	-	15590	17470	1881	1
5	-	18759	20234	1476	1
6	+	29245	29607	363	1
7	+	31514	31819	306	1
8	-	39056	39829	774	1
9	+	43562	46471	2910	1
10	-	48233	49027	795	1
11	-	50021	51124	1104	1
12	+	55696	57378	1683	1
13	+	58192	58482	291	1
14	+	58586	59080	495	1
15	-	72274	74511	2238	1
16	-	77619	78896	1278	1
17	+	82748	83983	1236	1
18	+	100583	102868	2286	1
19	+	117714	119699	1986	1
20	+	138513	139673	1161	1
21	-	145627	147771	2145	1
22	+	152324	154129	1806	1
23	+	157847	158302	456	1
24	+	161771	162673	903	1
25	+	163366	164691	1326	1
26	+	190607	191956	1350	1
27	+	194993	196657	1665	1
28	+	196861	197658	798	1
29	+	197660	198529	870	1
30	+	198534	199898	1365	1
31	+	208938	209672	735	1
32	-	210892	212250	1359	1
33	+	215715	216224	510	1
34	+	219486	219917	432	1
35	-	219996	221723	1728	1
36	+	221871	222161	291	1
37	-	234516	236507	1992	1
38	+	236550	237209	660	1
39	-	241976	243214	1239	1
40	+	251782	253602	1821	1
41	+	265507	266295	789	1
42	-	266301	267764	1464	1
43	-	274983	275963	981	1
44	+	276058	277764	1707	1
45	-	281166	282614	1449	1
46	+	296005	296493	489	1
47	-	300834	301655	822	1
48	-	301735	302028	294	1
49	-	302173	302652	480	1
50	-	306374	307858	1485	1
51	-	311514	312659	1146	1
52	-	314309	314854	546	1
53	-	317525	321154	3630	1
54	+	324567	326249	1683	1
55	-	326266	328461	2196	1
56	+	351525	351818	294	1
57	+	353083	354501	1419	1
58	+	365234	366142	909	1
59	+	382490	382876	387	1
60	+	387148	387816	669	1
61	+	388582	389154	573	1
62	+	409362	410801	1440	1
63	-	415502	416965	1464	1
64	+	419835	421712	1878	1
65	+	421709	422416	708	1
66	-	435471	436769	1299	1
67	+	438822	439649	828	1
68	-	441265	442299	1035	1
69	-	456915	457823	909	1
70	-	457841	458380	540	1
71	-	459456	462002	2547	1
72	+	468335	469594	1260	1
73	+	469591	470013	423	1
74	-	471227	472639	1413	1
75	-	478566	479753	1188	1
76	-	489887	490705	819	1
77	+	491786	493858	2073	1
78	+	493851	495008	1158	1
79	-	498300	499619	1320	1
80	+	501148	502170	1023	1
81	-	507132	507761	630	1
82	-	516017	516892	876	1
83	+	528608	530230	1623	1
84	+	532396	532911	516	1
85	-	533091	533789	699	1
86	-	547586	549607	2022	1
87	+	549675	551198	1524	1
88	+	552614	554008	1395	1
89	-	560848	561711	864	1
90	+	565797	566396	600	1
91	+	578426	579175	750	1
92	+	587377	588309	933	1
93	+	590083	590970	888	1
94	+	591654	592784	1131	1
95	-	593871	594779	909	1
96	-	594802	595302	501	1
97	+	600441	601847	1407	1
98	+	605604	606152	549	1
99	-	614326	614721	396	1
100	-	624473	625480	1008	1
101	-	625562	626440	879	1
102	+	630040	631686	1647	1
103	-	637583	637969	387	1
104	+	642889	644493	1605	1
105	+	645467	646255	789	1
106	-	657548	658039	492	1
107	-	677125	677616	492	1
108	+	685129	685926	798	1
109	+	703244	703489	246	1
110	-	706948	709515	2568	1
111	+	716664	717059	396	1
112	-	717153	717893	741	1
113	-	725013	728306	3294	1
114	-	728583	729278	696	1
115	+	731712	731879	168	1
116	+	731930	732406	477	1
117	+	732393	732821	429	1
118	+	733737	734222	486	1
119	-	738297	739160	864	1
120	+	748849	749241	393	1
121	-	749234	749929	696	1
122	+	763370	767320	3951	1
123	+	769792	770550	759	1
124	+	773123	774061	939	1
125	-	775586	778480	2895	1
126	+	781560	781934	375	1
127	+	782485	784590	2106	1
128	+	787940	789160	1221	1
129	-	790024	791073	1050	1
130	+	793335	794525	1191	1
131	+	802133	802435	303	1
132	+	803689	804282	594	1
133	+	805526	805759	234	1
134	+	808746	809645	900	1
135	+	809946	810887	942	1
136	+	811373	811741	369	1
137	+	812976	813374	399	1
138	+	813940	814308	369	1
139	+	814328	814990	663	1
140	-	819843	820499	657	1
141	+	824800	826125	1326	1
142	-	842347	843231	885	1
143	-	843242	844414	1173	1
144	-	844421	845953	1533	1
145	-	850741	851466	726	1
146	-	854267	854686	420	1
147	-	855925	856470	546	1
148	-	865851	867389	1539	1
149	+	870008	871426	1419	1
150	+	873343	874236	894	1
151	-	887137	888636	1500	1
152	-	891472	892269	798	1
153	+	893318	894619	1302	1
154	+	894631	894978	348	1
155	-	894972	895628	657	1
156	-	905234	906340	1107	1
157	-	907338	908018	681	1
158	-	908485	909318	834	1
159	-	909611	910033	423	1
160	-	922894	923709	816	1
161	-	933003	934031	1029	1
162	-	942680	944194	1515	1
163	+	955077	956288	1212	1
164	+	956293	958455	2163	1
165	-	960342	962612	2271	1
166	+	970505	972457	1953	1
167	+	976075	976863	789	1
168	-	981424	982554	1131	1
169	-	985513	985971	459	1
170	-	988740	989861	1122	1
171	-	989948	992596	2649	1
172	+	999472	1000767	1296	1
173	+	1008207	1008938	732	1
174	-	1017217	1018725	1509	1
175	-	1018727	1019965	1239	1
176	-	1031896	1032633	738	1
177	-	1032710	1033786	1077	1
178	-	1033840	1034631	792	1
179	-	1037920	1039914	1995	1
180	+	1043299	1044315	1017	1
181	-	1055024	1056685	1662	1
182	-	1057646	1057963	318	1
183	+	1058260	1060575	2316	1
184	+	1061964	1063127	1164	1
185	+	1065127	1066038	912	1
186	+	1067561	1068208	648	1
187	+	1078391	1078687	297	1
188	-	1081775	1082584	810	1
189	-	1082584	1083750	1167	1
190	-	1106405	1107382	978	1
191	+	1109272	1110192	921	1
192	+	1117185	1118393	1209	1
193	-	1125444	1127003	1560	1
194	-	1133333	1133908	576	1
195	-	1135501	1136481	981	1
196	-	1136573	1138060	1488	1
197	+	1144564	1145853	1290	1
198	+	1145858	1146544	687	1
199	+	1147019	1147978	960	1
200	+	1177628	1178392	765	1
201	-	1194270	1195043	774	1
202	-	1195055	1196092	1038	1
203	+	1196279	1197115	837	1
204	-	1198156	1199373	1218	1
205	-	1205304	1205798	495	1
206	-	1209756	1210484	729	1
207	+	1214513	1214947	435	1
208	+	1221959	1222786	828	1
209	-	1226141	1227565	1425	1
210	-	1229391	1230548	1158	1
211	-	1235457	1236095	639	1
212	+	1238255	1239328	1074	1
213	+	1239610	1239984	375	1
214	+	1243707	1245107	1401	1
215	+	1245129	1246151	1023	1
216	-	1249330	1249935	606	1
217	-	1265472	1266488	1017	1
218	+	1274900	1275550	651	1
219	+	1284992	1286287	1296	1
220	-	1286284	1286568	285	1
221	+	1287328	1291026	3699	1
222	+	1291065	1292741	1677	1
223	-	1306202	1308226	2025	1
224	+	1309005	1309331	327	1
225	-	1325776	1327512	1737	1
226	+	1329390	1331021	1632	1
227	+	1335794	1337215	1422	1
228	+	1349332	1351125	1794	1
229	-	1357759	1359444	1686	1
230	+	1376976	1377503	528	1
231	+	1380684	1381865	1182	1
232	-	1387798	1388628	831	1
233	-	1388975	1389244	270	1
234	-	1389357	1393052	3696	1
235	+	1407339	1408238	900	1
236	+	1410431	1411819	1389	1
237	-	1433433	1435271	1839	1
238	+	1437324	1437815	492	1
239	+	1441348	1442718	1371	1
240	+	1446379	1448031	1653	1
241	+	1448028	1449371	1344	1
242	+	1449375	1450700	1326	1
243	+	1450697	1451779	1083	1
244	+	1455163	1455405	243	1
245	+	1455495	1456568	1074	1
246	+	1457558	1458211	654	1
247	+	1463228	1464877	1650	1
248	+	1465841	1467301	1461	1
249	+	1467315	1467680	366	1
250	+	1467688	1468131	444	1
251	+	1500661	1500966	306	1
252	+	1501599	1502633	1035	1
253	+	1503394	1504365	972	1
254	+	1505075	1505890	816	1
255	-	1508184	1508546	363	1
256	+	1510846	1512006	1161	1
257	-	1550579	1551217	639	1
258	+	1564401	1565027	627	1
259	-	1574112	1574513	402	1
260	-	1574850	1575809	960	1
261	-	1575834	1576796	963	1
262	-	1581145	1581969	825	1
263	+	1588567	1589172	606	1
264	+	1591671	1592153	483	1
265	+	1594042	1595982	1941	1
266	+	1596881	1597909	1029	1
267	+	1608083	1609852	1770	1
268	+	1614329	1615567	1239	1
269	+	1615564	1616349	786	1
270	-	1623714	1624457	744	1
271	-	1624454	1625365	912	1
272	-	1626959	1628080	1122	1
273	-	1628097	1630199	2103	1
274	-	1639674	1640660	987	1
275	+	1649526	1650719	1194	1
276	+	1650716	1651516	801	1
277	+	1651518	1652771	1254	1
278	+	1653231	1653578	348	1
279	-	1653673	1655502	1830	1
280	+	1669283	1670416	1134	1
281	+	1673440	1674183	744	1
282	+	1686884	1687888	1005	1
283	-	1695281	1695946	666	1
284	+	1729502	1731256	1755	1
285	+	1735976	1736212	237	1
286	+	1742244	1742852	609	1
287	+	1742845	1743771	927	1
288	+	1745064	1746089	1026	1
289	+	1746094	1746897	804	1
290	+	1747694	1751248	3555	1
291	+	1755445	1757310	1866	1
292	+	1759435	1760178	744	1
293	+	1762947	1763393	447	1
294	+	1763428	1764717	1290	1
295	+	1775392	1776705	1314	1
296	+	1777859	1778539	681	1
